                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1029,                 2.2127,                 2.4376,                0.92851,                0.78659,                0.85973,                 0.4843,                 1.5108,                 1.4898,                 1.6572,             0.00066616,             0.00066616,             0.00066616
